Counts_Epoch_0,ExpVal_0,t_exp_0,bgr_0,Counts_Epoch_1,ExpVal_1,t_exp_1,bgr_1,Counts_Epoch_2,ExpVal_2,t_exp_2,bgr_2,Counts_Epoch_3,ExpVal_3,t_exp_3,bgr_3,Counts_Epoch_4,ExpVal_4,t_exp_4,bgr_4,Counts_Epoch_5,ExpVal_5,t_exp_5,bgr_5,Counts_Epoch_6,ExpVal_6,t_exp_6,bgr_6,Counts_Epoch_7,ExpVal_7,t_exp_7,bgr_7,Counts_Epoch_8,ExpVal_8,t_exp_8,bgr_8,Counts_Epoch_9,ExpVal_9,t_exp_9,bgr_9,CR_mean
2,1.0124899131820135,98124509242214.84,0.7425875,3,1.6621923555554414,99081259761639.48,0.74808127,0,0.8124237868839209,98478138832218.48,0.4647747,5,3.0255063182805424,98930211700001.5,2.5119636,6,5.111828968673814,97117703133197.31,2.8792965,5,3.9931694091918066,98304050900303.19,0.7607125,3,2.024288280061154,96478092700272.03,0.47435173,4,2.1347810950808386,98631003228746.28,0.8042819,12,14.306766902428912,99345656858219.73,0.81448555,5,3.7232280366394797,99076560632717.61,0.8501727,4.5751831288449646e-14
2,3.6135855077520063,98124509242214.84,0.7425875,1,1.2260942977815554,99081259761639.48,0.74808127,2,2.4552902095918965,98478138832218.48,0.4647747,2,3.4163847913456147,98930211700001.5,2.5119636,6,6.240195343909551,97117703133197.31,2.8792965,1,2.771447829948275,98304050900303.19,0.7607125,4,1.6630970586279739,96478092700272.03,0.47435173,1,1.7466801863214105,98631003228746.28,0.8042819,8,7.00446119637943,99345656858219.73,0.81448555,1,1.282655719160661,99076560632717.61,0.8501727,2.8467806135035337e-14
3,2.239683199890977,98124509242214.84,0.7425875,3,2.5610633167765786,99081259761639.48,0.74808127,1,0.7182342113688069,98478138832218.48,0.4647747,6,3.445212545988847,98930211700001.5,2.5119636,5,3.5370759312392215,97117703133197.31,2.8792965,0,2.21385270677913,98304050900303.19,0.7607125,2,3.4676747087855246,96478092700272.03,0.47435173,2,2.1946642275105592,98631003228746.28,0.8042819,0,1.2097503200571411,99345656858219.73,0.81448555,0,2.4274522530709453,99076560632717.61,0.8501727,2.236756196324205e-14
7,7.097492755622417,98124509242214.84,0.7425875,3,2.110478703430344,99081259761639.48,0.74808127,1,1.2835538757027842,98478138832218.48,0.4647747,1,3.173716161314795,98930211700001.5,2.5119636,2,3.062722059523794,97117703133197.31,2.8792965,6,2.956767687566621,98304050900303.19,0.7607125,10,9.982769938331874,96478092700272.03,0.47435173,4,2.9364696864021655,98631003228746.28,0.8042819,2,2.7000412816290664,99345656858219.73,0.81448555,1,2.0160681176868707,99076560632717.61,0.8501727,3.7618172392725266e-14
3,2.2432281237109257,98124509242214.84,0.7425875,0,1.28950734410785,99081259761639.48,0.74808127,27,31.919472474314965,98478138832218.48,0.4647747,8,4.6436191085137075,98930211700001.5,2.5119636,4,3.856489841822295,97117703133197.31,2.8792965,1,3.110868319507502,98304050900303.19,0.7607125,1,1.0639466037011907,96478092700272.03,0.47435173,1,0.9896687208560191,98631003228746.28,0.8042819,2,2.7176259812465986,99345656858219.73,0.81448555,4,1.8526831199473877,99076560632717.61,0.8501727,5.1852075460242934e-14
2,1.556226652431813,98124509242214.84,0.7425875,1,1.0222836921443423,99081259761639.48,0.74808127,9,8.809212936200492,98478138832218.48,0.4647747,2,3.855765500269132,98930211700001.5,2.5119636,3,3.345714657675701,97117703133197.31,2.8792965,1,2.379852638038193,98304050900303.19,0.7607125,1,0.9521173993697395,96478092700272.03,0.47435173,2,1.1377518234804602,98631003228746.28,0.8042819,1,1.4382464057773734,99345656858219.73,0.81448555,6,7.276200195136695,99076560632717.61,0.8501727,2.8467806135035337e-14
3,2.397390996656373,98124509242214.84,0.7425875,7,4.053568939016801,99081259761639.48,0.74808127,1,1.0259595836655886,98478138832218.48,0.4647747,12,5.477095071767538,98930211700001.5,2.5119636,8,5.570335919391245,97117703133197.31,2.8792965,1,1.3165902572530483,98304050900303.19,0.7607125,2,1.9071821746890851,96478092700272.03,0.47435173,2,2.774145003227757,98631003228746.28,0.8042819,1,1.268159196915761,99345656858219.73,0.81448555,5,5.736116318355751,99076560632717.61,0.8501727,4.2701709202553005e-14
1,0.9984954198144995,98124509242214.84,0.7425875,2,2.4774973493496204,99081259761639.48,0.74808127,0,0.6663782153118665,98478138832218.48,0.4647747,2,3.126513123402356,98930211700001.5,2.5119636,1,3.362653135006659,97117703133197.31,2.8792965,0,2.184021175097227,98304050900303.19,0.7607125,2,1.1545664170850423,96478092700272.03,0.47435173,3,1.6974025722850645,98631003228746.28,0.8042819,0,1.4153097037049416,99345656858219.73,0.81448555,4,4.489871533804148,99076560632717.61,0.8501727,1.5250610429483214e-14
1,1.223560675245201,98124509242214.84,0.7425875,3,2.271746768099198,99081259761639.48,0.74808127,0,1.464137227798015,98478138832218.48,0.4647747,8,4.412996509959541,98930211700001.5,2.5119636,6,3.360656548694673,97117703133197.31,2.8792965,8,4.765688087924945,98304050900303.19,0.7607125,4,1.3015093692493451,96478092700272.03,0.47435173,9,12.436935990203198,98631003228746.28,0.8042819,1,1.1033836349610326,99345656858219.73,0.81448555,2,1.639968410632569,99076560632717.61,0.8501727,4.2701709202553005e-14
2,2.076937416564643,98124509242214.84,0.7425875,4,3.849684484346753,99081259761639.48,0.74808127,0,1.0789595408109447,98478138832218.48,0.4647747,5,6.867775838655756,98930211700001.5,2.5119636,5,3.1879936511984908,97117703133197.31,2.8792965,7,9.8456352270827,98304050900303.19,0.7607125,2,0.864159689557773,96478092700272.03,0.47435173,0,2.5556498575743563,98631003228746.28,0.8042819,3,3.881494402537006,99345656858219.73,0.81448555,2,1.5748383954283203,99076560632717.61,0.8501727,3.050122085896643e-14
