Counts_Epoch_0,ExpVal_0,t_exp_0,bgr_0,Counts_Epoch_1,ExpVal_1,t_exp_1,bgr_1,Counts_Epoch_2,ExpVal_2,t_exp_2,bgr_2,Counts_Epoch_3,ExpVal_3,t_exp_3,bgr_3,Counts_Epoch_4,ExpVal_4,t_exp_4,bgr_4,Counts_Epoch_5,ExpVal_5,t_exp_5,bgr_5,Counts_Epoch_6,ExpVal_6,t_exp_6,bgr_6,Counts_Epoch_7,ExpVal_7,t_exp_7,bgr_7,Counts_Epoch_8,ExpVal_8,t_exp_8,bgr_8,Counts_Epoch_9,ExpVal_9,t_exp_9,bgr_9,Counts_Epoch_10,ExpVal_10,t_exp_10,bgr_10,Counts_Epoch_11,ExpVal_11,t_exp_11,bgr_11,Counts_Epoch_12,ExpVal_12,t_exp_12,bgr_12,Counts_Epoch_13,ExpVal_13,t_exp_13,bgr_13,Counts_Epoch_14,ExpVal_14,t_exp_14,bgr_14,Counts_Epoch_15,ExpVal_15,t_exp_15,bgr_15,Counts_Epoch_16,ExpVal_16,t_exp_16,bgr_16,Counts_Epoch_17,ExpVal_17,t_exp_17,bgr_17,Counts_Epoch_18,ExpVal_18,t_exp_18,bgr_18,Counts_Epoch_19,ExpVal_19,t_exp_19,bgr_19,CR_mean
0,1.0500445572898458,98124509242214.84,0.7425875,0,1.064852243403462,99081259761639.48,0.74808127,2,2.508722699546073,98478138832218.48,0.4647747,8,4.31841457261356,98930211700001.5,2.5119636,16,15.423191667576056,97117703133197.31,2.8792965,2,1.489429033887478,98304050900303.19,0.7607125,13,8.9920098681998,96478092700272.03,0.47435173,0,1.3054101092618324,98631003228746.28,0.8042819,2,1.420517449352515,99345656858219.73,0.81448555,6,4.4336520522871385,99076560632717.61,0.8501727,1,1.0423356953043592,98756279526686.6,0.83364296,0,1.0106272631520574,98144462411871.25,0.7924701,4,2.785100399251704,97370378152739.89,1.3119674,1,1.9627825614316203,97557596677498.67,0.7830795,1,3.2857195617834223,97461657031918.67,0.33154094,4,1.5372824284707254,98386975193308.45,0.8435953,1,1.6475460551794692,97110705811014.23,0.69748604,6,4.137290363454756,96974123176804.89,0.7817387,0,1.2676366653466102,98144337645941.9,0.30832508,2,3.380598886451795,98341585709994.05,0.7861987,3.517150692552256e-14
4,3.051994954816127,98124509242214.84,0.7425875,4,2.4140737369513525,99081259761639.48,0.74808127,6,3.489505762429874,98478138832218.48,0.4647747,6,4.292124218708702,98930211700001.5,2.5119636,6,9.413428349182498,97117703133197.31,2.8792965,0,2.1263421756767755,98304050900303.19,0.7607125,3,2.205894243157157,96478092700272.03,0.47435173,2,1.8106458809414214,98631003228746.28,0.8042819,0,1.2413461747756678,99345656858219.73,0.81448555,4,3.673168090265153,99076560632717.61,0.8501727,1,1.5965059280098368,98756279526686.6,0.83364296,0,2.301787032090387,98144462411871.25,0.7924701,2,2.381674660424702,97370378152739.89,1.3119674,16,9.108640203477334,97557596677498.67,0.7830795,0,1.5591805616465568,97461657031918.67,0.33154094,3,1.6884974452090251,98386975193308.45,0.8435953,2,2.3587944835904375,97110705811014.23,0.69748604,2,2.920799513223292,96974123176804.89,0.7817387,1,0.5886785036938855,98144337645941.9,0.30832508,2,2.4959582147961408,98341585709994.05,0.7861987,3.2622847003383244e-14
1,2.086352745487008,98124509242214.84,0.7425875,4,1.028442922157839,99081259761639.48,0.74808127,3,1.1840047395527973,98478138832218.48,0.4647747,5,6.01797629150402,98930211700001.5,2.5119636,0,3.3591637145425146,97117703133197.31,2.8792965,3,3.624052172530355,98304050900303.19,0.7607125,1,1.0732182477953973,96478092700272.03,0.47435173,7,10.153082926647258,98631003228746.28,0.8042819,6,3.060844995747552,99345656858219.73,0.81448555,2,1.202413181422281,99076560632717.61,0.8501727,1,0.9914357696153349,98756279526686.6,0.83364296,1,1.387852659753572,98144462411871.25,0.7924701,7,7.163599958742463,97370378152739.89,1.3119674,1,2.1129972589779524,97557596677498.67,0.7830795,3,5.163080322501274,97461657031918.67,0.33154094,4,3.691777806016705,98386975193308.45,0.8435953,1,0.7737171923597388,97110705811014.23,0.69748604,5,4.514344539130777,96974123176804.89,0.7817387,3,4.584874718654894,98144337645941.9,0.30832508,2,2.702010874947871,98341585709994.05,0.7861987,3.058391906567179e-14
14,6.887821193698901,98124509242214.84,0.7425875,3,1.5722025825666177,99081259761639.48,0.74808127,1,0.631342970180811,98478138832218.48,0.4647747,10,10.658170570909691,98930211700001.5,2.5119636,6,4.60460152616758,97117703133197.31,2.8792965,5,4.492715432547447,98304050900303.19,0.7607125,5,4.14967102591322,96478092700272.03,0.47435173,3,4.45120431295142,98631003228746.28,0.8042819,2,3.1728196247923517,99345656858219.73,0.81448555,3,1.9320742405170293,99076560632717.61,0.8501727,0,1.7390249245610783,98756279526686.6,0.83364296,5,5.661202040241819,98144462411871.25,0.7924701,3,2.3618845714303083,97370378152739.89,1.3119674,2,1.9005538380734714,97557596677498.67,0.7830795,1,1.8851441178753845,97461657031918.67,0.33154094,1,1.072770459173541,98386975193308.45,0.8435953,4,4.728111840530939,97110705811014.23,0.69748604,7,4.356982925722141,96974123176804.89,0.7817387,2,0.42114479354885975,98144337645941.9,0.30832508,3,1.526362402500814,98341585709994.05,0.7861987,4.077855875422905e-14
2,2.192350340721609,98124509242214.84,0.7425875,33,31.151584948858478,99081259761639.48,0.74808127,3,1.3847766743685244,98478138832218.48,0.4647747,5,3.1542806666905165,98930211700001.5,2.5119636,3,5.216394985428701,97117703133197.31,2.8792965,2,1.818303301340919,98304050900303.19,0.7607125,1,1.0668418652878475,96478092700272.03,0.47435173,34,34.80129865028084,98631003228746.28,0.8042819,4,6.4175253440298965,99345656858219.73,0.81448555,2,3.2235522271783035,99076560632717.61,0.8501727,1,2.7474490485898517,98756279526686.6,0.83364296,7,6.729267529858564,98144462411871.25,0.7924701,3,2.1266243884649763,97370378152739.89,1.3119674,6,4.167533171125373,97557596677498.67,0.7830795,1,0.8733305325811183,97461657031918.67,0.33154094,3,2.7205888440337214,98386975193308.45,0.8435953,0,0.8473627803638701,97110705811014.23,0.69748604,7,5.413471650706383,96974123176804.89,0.7817387,11,11.273653299126366,98144337645941.9,0.30832508,1,1.5395735593562982,98341585709994.05,0.7861987,6.575542599119435e-14
3,1.5433550232298288,98124509242214.84,0.7425875,10,8.878321873684976,99081259761639.48,0.74808127,0,0.863007628206482,98478138832218.48,0.4647747,2,3.08118086324377,98930211700001.5,2.5119636,0,3.869820620437431,97117703133197.31,2.8792965,9,7.282339647538426,98304050900303.19,0.7607125,4,3.1570702944018922,96478092700272.03,0.47435173,1,1.2155179922768953,98631003228746.28,0.8042819,2,1.6053567823771218,99345656858219.73,0.81448555,1,1.576513066380419,99076560632717.61,0.8501727,1,3.1942839883068457,98756279526686.6,0.83364296,3,3.921123837639961,98144462411871.25,0.7924701,0,1.9558443867244972,97370378152739.89,1.3119674,10,14.558669427895847,97557596677498.67,0.7830795,1,1.2287014448258557,97461657031918.67,0.33154094,3,1.3498420954850456,98386975193308.45,0.8435953,4,3.4972415945686612,97110705811014.23,0.69748604,1,1.587038640837258,96974123176804.89,0.7817387,3,1.16133201382904,98144337645941.9,0.30832508,1,1.1433040077542354,98341585709994.05,0.7861987,3.007418708124393e-14
1,2.16793153458115,98124509242214.84,0.7425875,0,1.3727476441456692,99081259761639.48,0.74808127,4,4.150303650923959,98478138832218.48,0.4647747,5,4.626827292388606,98930211700001.5,2.5119636,4,3.407066115647322,97117703133197.31,2.8792965,2,2.9256834197265653,98304050900303.19,0.7607125,5,5.4627025320930365,96478092700272.03,0.47435173,5,2.8374747163532814,98631003228746.28,0.8042819,2,1.638684590179364,99345656858219.73,0.81448555,1,1.1303395043274092,99076560632717.61,0.8501727,2,3.460444117242006,98756279526686.6,0.83364296,0,1.1199148279406308,98144462411871.25,0.7924701,2,3.965721012608385,97370378152739.89,1.3119674,3,1.3752662849055155,97557596677498.67,0.7830795,7,5.08374259613307,97461657031918.67,0.33154094,0,1.1185759545137692,98386975193308.45,0.8435953,4,4.232701677766045,97110705811014.23,0.69748604,0,2.1199239554256204,96974123176804.89,0.7817387,2,1.3148714681915672,98144337645941.9,0.30832508,3,3.052253937019694,98341585709994.05,0.7861987,2.6506063190248885e-14
2,0.9591538211568958,98124509242214.84,0.7425875,2,1.0090291847371888,99081259761639.48,0.74808127,2,1.037960481113128,98478138832218.48,0.4647747,6,3.2926308456079942,98930211700001.5,2.5119636,8,3.6915349277244363,97117703133197.31,2.8792965,2,1.52498547437244,98304050900303.19,0.7607125,1,1.296310943374593,96478092700272.03,0.47435173,3,2.264433894884806,98631003228746.28,0.8042819,1,1.7965325876381009,99345656858219.73,0.81448555,2,2.2479148114145557,99076560632717.61,0.8501727,3,5.653398286424819,98756279526686.6,0.83364296,0,0.9032539812550284,98144462411871.25,0.7924701,1,2.0009291168011165,97370378152739.89,1.3119674,11,14.659464926611712,97557596677498.67,0.7830795,1,1.7721551634979127,97461657031918.67,0.33154094,10,6.526675625298684,98386975193308.45,0.8435953,2,1.7004437329633255,97110705811014.23,0.69748604,18,12.639900543136786,96974123176804.89,0.7817387,1,0.7521929180774782,98144337645941.9,0.30832508,2,1.716003663292884,98341585709994.05,0.7861987,3.9759094785373324e-14
2,1.3249599542458346,98124509242214.84,0.7425875,3,1.9142269144339348,99081259761639.48,0.74808127,1,1.1158639921778493,98478138832218.48,0.4647747,6,3.644294148600924,98930211700001.5,2.5119636,1,3.2085293601722693,97117703133197.31,2.8792965,6,1.1116127533600788,98304050900303.19,0.7607125,2,2.406441978880057,96478092700272.03,0.47435173,4,2.871054739685287,98631003228746.28,0.8042819,0,1.9123782046432785,99345656858219.73,0.81448555,0,1.6290043200683129,99076560632717.61,0.8501727,7,11.644292962460984,98756279526686.6,0.83364296,2,1.8371942181644767,98144462411871.25,0.7924701,1,3.6690967904860123,97370378152739.89,1.3119674,2,3.62507643941634,97557596677498.67,0.7830795,7,5.322193578532565,97461657031918.67,0.33154094,0,1.293614110384953,98386975193308.45,0.8435953,2,1.8161758046784944,97110705811014.23,0.69748604,11,6.832470660876248,96974123176804.89,0.7817387,6,6.45967678164636,98144337645941.9,0.30832508,2,2.787020616823853,98341585709994.05,0.7861987,3.3132578987811105e-14
0,2.498025375692561,98124509242214.84,0.7425875,2,1.740781451218905,99081259761639.48,0.74808127,1,0.7645607478383328,98478138832218.48,0.4647747,5,3.0079299670469237,98930211700001.5,2.5119636,4,5.71317602501868,97117703133197.31,2.8792965,6,7.074722928688626,98304050900303.19,0.7607125,4,1.0918668794904023,96478092700272.03,0.47435173,4,3.3660923930326607,98631003228746.28,0.8042819,2,3.0377957925909933,99345656858219.73,0.81448555,2,4.000567843654027,99076560632717.61,0.8501727,1,1.9172732809582393,98756279526686.6,0.83364296,0,1.75026757444066,98144462411871.25,0.7924701,5,4.54103888710093,97370378152739.89,1.3119674,0,1.1962336063723324,97557596677498.67,0.7830795,1,0.778553142574583,97461657031918.67,0.33154094,1,1.9065611780112943,98386975193308.45,0.8435953,3,2.755465504529066,97110705811014.23,0.69748604,3,2.6113808010179973,96974123176804.89,0.7817387,0,0.5129287921771055,98144337645941.9,0.30832508,5,3.0248224439653257,98341585709994.05,0.7861987,2.4976867236965294e-14
