Counts_Epoch_0,ExpVal_0,t_exp_0,bgr_0,Counts_Epoch_1,ExpVal_1,t_exp_1,bgr_1,Counts_Epoch_2,ExpVal_2,t_exp_2,bgr_2,Counts_Epoch_3,ExpVal_3,t_exp_3,bgr_3,Counts_Epoch_4,ExpVal_4,t_exp_4,bgr_4,Counts_Epoch_5,ExpVal_5,t_exp_5,bgr_5,Counts_Epoch_6,ExpVal_6,t_exp_6,bgr_6,Counts_Epoch_7,ExpVal_7,t_exp_7,bgr_7,Counts_Epoch_8,ExpVal_8,t_exp_8,bgr_8,Counts_Epoch_9,ExpVal_9,t_exp_9,bgr_9,CR_mean
0,1.0500445572898458,98124509242214.84,0.7425875,1,2.804547252936312,99081259761639.48,0.74808127,9,13.184386116922278,98478138832218.48,0.4647747,19,11.246109346407714,98930211700001.5,2.5119636,5,3.4717373983082735,97117703133197.31,2.8792965,0,0.9684495861405684,98304050900303.19,0.7607125,0,1.9339852217769224,96478092700272.03,0.47435173,5,3.793904782518818,98631003228746.28,0.8042819,3,1.7864106860772893,99345656858219.73,0.81448555,4,1.8185962930374622,99076560632717.61,0.8501727,4.6768538650415195e-14
4,3.051994954816127,98124509242214.84,0.7425875,3,3.7913370377125184,99081259761639.48,0.74808127,6,7.090437358621875,98478138832218.48,0.4647747,4,4.287515570182868,98930211700001.5,2.5119636,2,3.296584269277338,97117703133197.31,2.8792965,1,1.5200821407933685,98304050900303.19,0.7607125,0,1.5342564072582738,96478092700272.03,0.47435173,0,2.0466507455667733,98631003228746.28,0.8042819,5,2.5140281173353163,99345656858219.73,0.81448555,0,1.1331890542343572,99076560632717.61,0.8501727,2.5417684049138693e-14
2,2.086352745487008,98124509242214.84,0.7425875,3,1.4717161712215434,99081259761639.48,0.74808127,0,0.951363904636264,98478138832218.48,0.4647747,2,3.1260511084343117,98930211700001.5,2.5119636,7,5.0752784964294495,97117703133197.31,2.8792965,1,0.9177827433864996,98304050900303.19,0.7607125,11,6.27236096194306,96478092700272.03,0.47435173,3,5.693790141447634,98631003228746.28,0.8042819,0,0.8924711185136556,99345656858219.73,0.81448555,3,5.167343098048335,99076560632717.61,0.8501727,3.2534635582897527e-14
7,6.887821193698901,98124509242214.84,0.7425875,0,0.9156696721628297,99081259761639.48,0.74808127,3,2.2142479490817433,98478138832218.48,0.4647747,3,6.280696024247368,98930211700001.5,2.5119636,7,5.184741950856475,97117703133197.31,2.8792965,3,1.661948508768961,98304050900303.19,0.7607125,1,1.5146476712466639,96478092700272.03,0.47435173,4,2.3765252166762676,98631003228746.28,0.8042819,2,4.937874048276314,99345656858219.73,0.81448555,2,0.9640640268579652,99076560632717.61,0.8501727,3.2534635582897527e-14
2,2.192350340721609,98124509242214.84,0.7425875,1,1.673717716561633,99081259761639.48,0.74808127,3,2.834611479870039,98478138832218.48,0.4647747,1,3.119512661687527,98930211700001.5,2.5119636,10,8.35668098433851,97117703133197.31,2.8792965,4,2.6657548175194847,98304050900303.19,0.7607125,0,1.2815433722656333,96478092700272.03,0.47435173,0,1.3525718791564172,98631003228746.28,0.8042819,1,0.967811620406604,99345656858219.73,0.81448555,14,11.919654973417195,99076560632717.61,0.8501727,3.660146503075972e-14
1,1.5433550232298288,98124509242214.84,0.7425875,0,1.1487531405510776,99081259761639.48,0.74808127,4,1.4691741498536552,98478138832218.48,0.4647747,7,5.262867025418963,98930211700001.5,2.5119636,3,3.6524314723093223,97117703133197.31,2.8792965,5,3.1105435931649197,98304050900303.19,0.7607125,0,1.1123283691830255,96478092700272.03,0.47435173,2,1.712206536112169,98631003228746.28,0.8042819,1,3.6786759807601386,99345656858219.73,0.81448555,4,1.7112819078753145,99076560632717.61,0.8501727,2.7451098773069788e-14
2,2.16793153458115,98124509242214.84,0.7425875,5,4.4561819262961055,99081259761639.48,0.74808127,2,0.999937327958745,98478138832218.48,0.4647747,11,7.62709997191553,98930211700001.5,2.5119636,8,3.6850118612923826,97117703133197.31,2.8792965,6,3.3754849112043757,98304050900303.19,0.7607125,4,3.1037868302353235,96478092700272.03,0.47435173,7,5.613500520032507,98631003228746.28,0.8042819,5,4.431062285112981,99345656858219.73,0.81448555,1,1.8662797551738672,99076560632717.61,0.8501727,5.1852075460242934e-14
1,0.9591538211568958,98124509242214.84,0.7425875,1,1.3247774772256051,99081259761639.48,0.74808127,0,1.2883910111224117,98478138832218.48,0.4647747,3,3.354814001487561,98930211700001.5,2.5119636,2,3.8393199150329216,97117703133197.31,2.8792965,8,5.558397018693448,98304050900303.19,0.7607125,2,1.1569999505224313,96478092700272.03,0.47435173,0,2.262180619391539,98631003228746.28,0.8042819,1,1.8405257756734728,99345656858219.73,0.81448555,3,1.2982566086096574,99076560632717.61,0.8501727,2.1350854601276503e-14
0,1.3249599542458346,98124509242214.84,0.7425875,3,1.403158101673618,99081259761639.48,0.74808127,3,0.7986194473025745,98478138832218.48,0.4647747,8,4.493160493250119,98930211700001.5,2.5119636,6,3.9525675455523634,97117703133197.31,2.8792965,13,11.521857954990365,98304050900303.19,0.7607125,3,2.809880821631997,96478092700272.03,0.47435173,4,5.854812440342255,98631003228746.28,0.8042819,2,1.9589213592302552,99345656858219.73,0.81448555,5,7.05995294924945,99076560632717.61,0.8501727,4.7785246012380744e-14
2,2.498025375692561,98124509242214.84,0.7425875,0,1.0497033306932941,99081259761639.48,0.74808127,5,3.3383514840880038,98478138832218.48,0.4647747,2,3.1451737198983856,98930211700001.5,2.5119636,3,5.0527462012048066,97117703133197.31,2.8792965,5,1.8393806233053012,98304050900303.19,0.7607125,0,3.6738325903570157,96478092700272.03,0.47435173,1,1.2566573488228598,98631003228746.28,0.8042819,4,2.919828310039704,99345656858219.73,0.81448555,3,1.0567198348579152,99076560632717.61,0.8501727,2.5417684049138693e-14
