Counts_Epoch_0,ExpVal_0,t_exp_0,bgr_0,Counts_Epoch_1,ExpVal_1,t_exp_1,bgr_1,Counts_Epoch_2,ExpVal_2,t_exp_2,bgr_2,Counts_Epoch_3,ExpVal_3,t_exp_3,bgr_3,Counts_Epoch_4,ExpVal_4,t_exp_4,bgr_4,Counts_Epoch_5,ExpVal_5,t_exp_5,bgr_5,Counts_Epoch_6,ExpVal_6,t_exp_6,bgr_6,Counts_Epoch_7,ExpVal_7,t_exp_7,bgr_7,Counts_Epoch_8,ExpVal_8,t_exp_8,bgr_8,Counts_Epoch_9,ExpVal_9,t_exp_9,bgr_9,CR_mean
2,1.21679245828852,98124509242214.84,0.7425875,3,2.0837019133440653,99081259761639.48,0.74808127,1,2.7508106504743735,98478138832218.48,0.4647747,5,3.5362253907443213,98930211700001.5,2.5119636,5,4.612008164946174,97117703133197.31,2.8792965,5,3.737797551199224,98304050900303.19,0.7607125,8,3.4813663443257865,96478092700272.03,0.47435173,8,5.991166748507545,98631003228746.28,0.8042819,19,22.610703605296337,99345656858219.73,0.81448555,4,2.6667782269357296,99076560632717.61,0.8501727,6.100244171793286e-14
5,4.5078875645688345,98124509242214.84,0.7425875,2,4.321127139752189,99081259761639.48,0.74808127,1,2.2292701730157445,98478138832218.48,0.4647747,5,3.9948366278829956,98930211700001.5,2.5119636,4,4.765249061172933,97117703133197.31,2.8792965,7,5.5315805819796084,98304050900303.19,0.7607125,3,2.1011132500049223,96478092700272.03,0.47435173,9,11.184355382697884,98631003228746.28,0.8042819,3,2.566371682487463,99345656858219.73,0.81448555,2,1.2981578229164126,99076560632717.61,0.8501727,4.1685001840587456e-14
6,3.4848808890780143,98124509242214.84,0.7425875,1,1.9147606546616731,99081259761639.48,0.74808127,1,1.273135800946025,98478138832218.48,0.4647747,4,5.632181720707269,98930211700001.5,2.5119636,2,4.230939746069895,97117703133197.31,2.8792965,1,1.4061914109570668,98304050900303.19,0.7607125,3,0.7705838815345162,96478092700272.03,0.47435173,1,2.252763247026291,98631003228746.28,0.8042819,5,4.5243260632911815,99345656858219.73,0.81448555,1,1.5640055597286153,99076560632717.61,0.8501727,2.5417684049138693e-14
13,9.018351834129087,98124509242214.84,0.7425875,6,4.691172611932053,99081259761639.48,0.74808127,5,3.144214915504444,98478138832218.48,0.4647747,3,4.193173350624382,98930211700001.5,2.5119636,4,5.988023047136869,97117703133197.31,2.8792965,0,0.8909556441411953,98304050900303.19,0.7607125,0,1.2175172075820133,96478092700272.03,0.47435173,4,3.1400689060935227,98631003228746.28,0.8042819,3,2.5914159363861096,99345656858219.73,0.81448555,4,3.1788420654870184,99076560632717.61,0.8501727,4.2701709202553005e-14
1,2.7334239048761977,98124509242214.84,0.7425875,1,1.725528131134024,99081259761639.48,0.74808127,2,2.6334750735654935,98478138832218.48,0.4647747,5,3.819331448668872,98930211700001.5,2.5119636,6,3.909243276381768,97117703133197.31,2.8792965,1,1.6039601768010743,98304050900303.19,0.7607125,6,5.806825321607136,96478092700272.03,0.47435173,2,2.248461171644939,98631003228746.28,0.8042819,0,1.3126392371562963,99345656858219.73,0.81448555,57,51.9162337430504,99076560632717.61,0.8501727,8.235329631920937e-14
1,1.8559285876806586,98124509242214.84,0.7425875,0,1.7922829336959945,99081259761639.48,0.74808127,1,1.0219521194715202,98478138832218.48,0.4647747,4,4.288037044974864,98930211700001.5,2.5119636,2,3.5145184421345954,97117703133197.31,2.8792965,2,1.2211846856049333,98304050900303.19,0.7607125,0,2.679248744902638,96478092700272.03,0.47435173,10,6.854443092951343,98631003228746.28,0.8042819,2,1.8258819364694259,99345656858219.73,0.81448555,23,21.17395059157322,99076560632717.61,0.8501727,4.5751831288449646e-14
7,2.9216392380849836,98124509242214.84,0.7425875,2,1.7535118143677104,99081259761639.48,0.74808127,3,1.7446352273463743,98478138832218.48,0.4647747,4,3.265201890639182,98930211700001.5,2.5119636,3,3.2611411099940484,97117703133197.31,2.8792965,3,4.892774341519289,98304050900303.19,0.7607125,12,10.40868258826727,96478092700272.03,0.47435173,2,2.3925911192813394,98631003228746.28,0.8042819,2,3.512431983582998,99345656858219.73,0.81448555,22,15.934163530496754,99076560632717.61,0.8501727,6.100244171793286e-14
1,1.0186631376415787,98124509242214.84,0.7425875,4,5.6893045070947466,99081259761639.48,0.74808127,0,2.520579999756577,98478138832218.48,0.4647747,1,3.6355240903567476,98930211700001.5,2.5119636,7,3.769241343872492,97117703133197.31,2.8792965,0,1.361675298021459,98304050900303.19,0.7607125,3,3.690759789004592,96478092700272.03,0.47435173,1,1.4619339334527202,98631003228746.28,0.8042819,3,1.8014628998752547,99345656858219.73,0.81448555,4,4.533695196732223,99076560632717.61,0.8501727,2.4400976687173144e-14
3,1.2742627591196487,98124509242214.84,0.7425875,11,6.675634025549004,99081259761639.48,0.74808127,4,2.5422392447951316,98478138832218.48,0.4647747,8,6.020688396821756,98930211700001.5,2.5119636,3,5.144002075707229,97117703133197.31,2.8792965,1,1.34303824352271,98304050900303.19,0.7607125,0,0.8910452196524498,96478092700272.03,0.47435173,0,1.0070522644990214,98631003228746.28,0.8042819,2,1.0005374247227585,99345656858219.73,0.81448555,0,2.0541248262833234,99076560632717.61,0.8501727,3.2534635582897527e-14
2,2.4617753089710455,98124509242214.84,0.7425875,1,2.643779064335349,99081259761639.48,0.74808127,2,1.4432816666938169,98478138832218.48,0.4647747,3,3.4688681896900513,98930211700001.5,2.5119636,4,4.1312064151940895,97117703133197.31,2.8792965,4,1.0937033881186584,98304050900303.19,0.7607125,1,1.8933225964415052,96478092700272.03,0.47435173,2,2.5665872054733283,98631003228746.28,0.8042819,11,10.079210695351838,99345656858219.73,0.81448555,3,1.8786507386202937,99076560632717.61,0.8501727,3.3551342944863076e-14
3,2.7256677696499714,98124509242214.84,0.7425875,3,4.311501257659609,99081259761639.48,0.74808127,5,4.328915917138054,98478138832218.48,0.4647747,6,3.3106989187091918,98930211700001.5,2.5119636,3,3.1036891380357075,97117703133197.31,2.8792965,1,1.6760281137252262,98304050900303.19,0.7607125,2,3.9965220108557,96478092700272.03,0.47435173,4,4.233658582213531,98631003228746.28,0.8042819,5,3.645469926644465,99345656858219.73,0.81448555,3,4.486882102304354,99076560632717.61,0.8501727,3.558475766879417e-14
1,1.25314454478759,98124509242214.84,0.7425875,4,3.42384060980055,99081259761639.48,0.74808127,1,3.1741720443491053,98478138832218.48,0.4647747,5,6.124963471945079,98930211700001.5,2.5119636,5,3.4569466026442255,97117703133197.31,2.8792965,4,2.428308017611203,98304050900303.19,0.7607125,0,0.7788323948485683,96478092700272.03,0.47435173,5,4.715361367898418,98631003228746.28,0.8042819,1,2.2430179158170107,99345656858219.73,0.81448555,0,1.173852858758742,99076560632717.61,0.8501727,2.6434391411104242e-14
1,1.945549853326285,98124509242214.84,0.7425875,4,3.6116164143250287,99081259761639.48,0.74808127,5,4.952557133317719,98478138832218.48,0.4647747,4,3.375604826304087,98930211700001.5,2.5119636,5,4.102951740834879,97117703133197.31,2.8792965,0,1.9759334337074634,98304050900303.19,0.7607125,8,5.440006420641676,96478092700272.03,0.47435173,3,2.816154943571024,98631003228746.28,0.8042819,2,2.2574325342462536,99345656858219.73,0.81448555,1,2.346926126938084,99076560632717.61,0.8501727,3.3551342944863076e-14
9,4.5318386621259155,98124509242214.84,0.7425875,5,5.671752772641551,99081259761639.48,0.74808127,11,9.864759179810404,98478138832218.48,0.4647747,9,3.771633072811424,98930211700001.5,2.5119636,5,3.276927721006479,97117703133197.31,2.8792965,14,8.56056163085514,98304050900303.19,0.7607125,2,1.3919537754524538,96478092700272.03,0.47435173,0,1.4779188717495302,98631003228746.28,0.8042819,1,1.6455180050173248,99345656858219.73,0.81448555,1,1.0373613632915035,99076560632717.61,0.8501727,5.795231963203622e-14
1,1.1942112550545558,98124509242214.84,0.7425875,1,1.0121734768410195,99081259761639.48,0.74808127,0,1.224451598410423,98478138832218.48,0.4647747,2,3.365809936244741,98930211700001.5,2.5119636,4,4.071917932323087,97117703133197.31,2.8792965,2,2.1762916470598395,98304050900303.19,0.7607125,1,0.7949432229487147,96478092700272.03,0.47435173,4,1.8763832015656812,98631003228746.28,0.8042819,2,1.811734883960852,99345656858219.73,0.81448555,0,1.2074796752136647,99076560632717.61,0.8501727,1.7284025153414312e-14
3,1.8148546191424437,98124509242214.84,0.7425875,2,1.5765229867914643,99081259761639.48,0.74808127,2,1.6464323270648744,98478138832218.48,0.4647747,3,3.1611510794166326,98930211700001.5,2.5119636,6,4.136932063680404,97117703133197.31,2.8792965,1,1.3832558351404667,98304050900303.19,0.7607125,1,1.6204017768396903,96478092700272.03,0.47435173,7,3.5685751238908434,98631003228746.28,0.8042819,1,1.4533128312761683,99345656858219.73,0.81448555,5,9.9057335993017,99076560632717.61,0.8501727,3.151792822093198e-14
0,1.6806435371737631,98124509242214.84,0.7425875,0,1.7124895009593737,99081259761639.48,0.74808127,2,1.5412012757818858,98478138832218.48,0.4647747,2,4.020615642418377,98930211700001.5,2.5119636,7,5.675979528981713,97117703133197.31,2.8792965,2,1.8398846865384277,98304050900303.19,0.7607125,3,4.073739093426115,96478092700272.03,0.47435173,3,1.6968370159349404,98631003228746.28,0.8042819,7,3.058275478501597,99345656858219.73,0.81448555,1,0.9751978570326197,99076560632717.61,0.8501727,2.7451098773069788e-14
1,0.8594308071946078,98124509242214.84,0.7425875,1,1.081918083298938,99081259761639.48,0.74808127,2,1.8132014106660468,98478138832218.48,0.4647747,6,8.280667232907701,98930211700001.5,2.5119636,5,3.957951158956212,97117703133197.31,2.8792965,4,5.314566311429428,98304050900303.19,0.7607125,5,4.424182209153413,96478092700272.03,0.47435173,0,1.5781689610216987,98631003228746.28,0.8042819,8,2.7193056278315577,99345656858219.73,0.81448555,2,4.01528227903221,99076560632717.61,0.8501727,3.4568050306828625e-14
1,3.861785048829707,98124509242214.84,0.7425875,3,2.7206217720346717,99081259761639.48,0.74808127,0,1.015960197508719,98478138832218.48,0.4647747,2,2.6612093168791815,98930211700001.5,2.5119636,4,4.355565555443378,97117703133197.31,2.8792965,2,1.1746792621396378,98304050900303.19,0.7607125,3,3.0612488534413345,96478092700272.03,0.47435173,7,5.163733092944394,98631003228746.28,0.8042819,3,1.897399676642399,99345656858219.73,0.81448555,2,5.015593660683926,99076560632717.61,0.8501727,2.7451098773069788e-14
3,2.368154517914816,98124509242214.84,0.7425875,1,1.3009975794131834,99081259761639.48,0.74808127,2,2.460641905738628,98478138832218.48,0.4647747,2,3.5095688580415616,98930211700001.5,2.5119636,5,4.592791745033793,97117703133197.31,2.8792965,1,1.3341475869698929,98304050900303.19,0.7607125,2,3.4678681350376652,96478092700272.03,0.47435173,3,2.4948239464451913,98631003228746.28,0.8042819,9,8.718052911228027,99345656858219.73,0.81448555,3,1.2651510087821844,99076560632717.61,0.8501727,3.151792822093198e-14
